0, 17, 34
12, 20, 0
12, 20, 1
12, 20, 2
12, 20, 4
12, 20, 6
12, 20, 7
12, 20, 8
12, 20, 9
12, 20, 12
12, 20, 13
12, 20, 14
12, 20, 16
12, 20, 17
12, 20, 18
12, 20, 22
12, 20, 24
12, 20, 25
12, 20, 31
12, 20, 34
12, 20, 36
12, 20, 38
12, 20, 39
12, 28, 3
12, 28, 29
12, 28, 32
12, 15, 19
12, 23, 35
13, 36, 1
13, 36, 3
13, 36, 4
13, 36, 7
13, 36, 8
13, 36, 11
13, 36, 12
13, 36, 13
13, 36, 14
13, 36, 16
13, 36, 20
13, 36, 21
13, 36, 23
13, 36, 24
13, 36, 25
13, 36, 26
13, 36, 28
13, 36, 31
13, 36, 34
13, 36, 37
13, 15, 17
13, 29, 30
14, 39, 0
14, 39, 1
14, 39, 2
14, 39, 3
14, 39, 28
14, 39, 29
14, 39, 30
14, 39, 35
14, 14, 4
14, 14, 5
14, 14, 6
14, 14, 10
14, 14, 12
14, 14, 15
14, 14, 16
14, 14, 18
14, 14, 19
14, 14, 20
14, 14, 21
14, 14, 26
14, 14, 34
14, 14, 37
14, 14, 38
14, 13, 23
15, 7, 1
15, 7, 3
15, 7, 4
15, 7, 5
15, 7, 6
15, 7, 8
15, 7, 13
15, 7, 19
15, 7, 20
15, 7, 21
15, 7, 23
15, 7, 25
15, 7, 27
15, 7, 28
15, 7, 29
15, 7, 30
15, 7, 31
15, 7, 33
15, 7, 34
15, 7, 35
15, 7, 37
15, 9, 11
15, 9, 14
15, 9, 38
16, 22, 2
16, 22, 4
16, 22, 5
16, 22, 7
16, 22, 11
16, 22, 15
16, 22, 16
16, 22, 17
16, 22, 18
16, 22, 19
16, 22, 21
16, 22, 24
16, 22, 29
16, 22, 30
16, 22, 32
16, 22, 33
16, 22, 34
16, 22, 37
16, 6, 26
16, 10, 8
16, 10, 28
16, 9, 27
16, 25, 39
17, 5, 4
17, 5, 13
17, 5, 14
17, 5, 15
17, 5, 16
17, 5, 21
17, 5, 23
17, 5, 25
17, 5, 30
17, 5, 31
17, 5, 36
17, 6, 27
17, 7, 12
17, 19, 18
17, 19, 20
17, 19, 29
17, 19, 32
17, 19, 33
17, 19, 38
17, 28, 35
18, 33, 1
18, 33, 24
18, 33, 29
18, 33, 32
18, 33, 38
18, 14, 9
18, 14, 11
18, 14, 12
18, 14, 17
18, 14, 20
18, 14, 26
18, 14, 27
18, 14, 28
18, 14, 35
18, 14, 36
19, 29, 6
19, 29, 17
19, 15, 26
19, 15, 32
19, 16, 30
19, 16, 31
20, 0, 9
20, 19, 1
20, 19, 4
20, 19, 6
20, 19, 26
20, 19, 28
20, 19, 36
20, 21, 33
21, 0, 23
21, 1, 10
21, 3, 8
22, 26, 24
22, 26, 28
22, 26, 30
22, 26, 34
23, 4, 36
23, 35, 39
24, 1, 16
24, 5, 30
24, 5, 31
24, 5, 32
24, 7, 38
24, 21, 22
25, 2, 31
25, 2, 34
26, 4, 31
26, 5, 6
27, 13, 0
27, 13, 14
27, 13, 29
27, 13, 32
27, 2, 34
27, 9, 4
27, 9, 24
27, 9, 39
27, 6, 38
28, 3, 32
28, 4, 10
28, 4, 17
28, 4, 25
28, 4, 36
28, 4, 38
29, 8, 16
29, 37, 15
29, 37, 18
29, 37, 20
29, 37, 33
29, 37, 36
29, 37, 39
29, 17, 30
30, 34, 0
30, 34, 3
30, 34, 5
30, 34, 10
30, 34, 11
30, 34, 12
30, 34, 18
30, 34, 21
30, 34, 31
30, 34, 32
30, 34, 37
30, 19, 13
30, 19, 14
31, 0, 25
31, 3, 1
31, 3, 4
31, 3, 6
31, 3, 9
31, 3, 10
31, 3, 16
31, 3, 17
31, 3, 18
31, 3, 20
31, 3, 21
31, 3, 24
31, 3, 27
31, 3, 28
31, 3, 29
31, 3, 30
31, 3, 31
31, 3, 39
31, 14, 2
31, 14, 19
31, 14, 35
31, 14, 36
31, 11, 15
32, 11, 1
32, 11, 2
32, 11, 3
32, 11, 5
32, 11, 15
32, 11, 17
32, 11, 21
32, 11, 22
32, 11, 23
32, 11, 24
32, 11, 26
32, 11, 27
32, 11, 29
32, 11, 30
32, 11, 32
32, 11, 33
32, 11, 35
32, 11, 38
32, 11, 39
32, 12, 4
32, 12, 10
32, 12, 18
32, 12, 19
32, 12, 25
32, 28, 6
32, 28, 7
32, 28, 14
32, 9, 20
33, 18, 1
33, 18, 15
33, 18, 29
33, 22, 2
33, 22, 4
33, 22, 6
33, 22, 7
33, 22, 8
33, 22, 10
33, 22, 13
33, 22, 14
33, 22, 17
33, 22, 19
33, 22, 23
33, 22, 24
33, 22, 25
33, 22, 27
33, 22, 28
33, 22, 30
33, 22, 31
33, 22, 32
33, 22, 35
33, 22, 36
33, 22, 37
33, 22, 38
33, 22, 39
33, 11, 3
33, 11, 26
34, 18, 0
34, 18, 3
34, 18, 5
34, 18, 14
34, 18, 17
34, 18, 21
34, 18, 25
34, 18, 26
34, 30, 1
34, 30, 2
34, 30, 4
34, 30, 6
34, 30, 7
34, 30, 8
34, 30, 9
34, 30, 10
34, 30, 11
34, 30, 19
34, 30, 20
34, 30, 23
34, 30, 24
34, 30, 27
34, 30, 28
34, 30, 29
34, 30, 31
34, 30, 32
34, 30, 33
34, 30, 34
34, 30, 36
34, 30, 37
34, 30, 38
34, 30, 39
34, 12, 16
34, 15, 35
35, 12, 0
35, 12, 2
35, 12, 5
35, 12, 6
35, 12, 9
35, 12, 10
35, 12, 15
35, 12, 20
35, 12, 21
35, 12, 22
35, 12, 23
35, 12, 25
35, 12, 26
35, 12, 29
35, 12, 30
35, 12, 31
35, 12, 34
35, 12, 36
35, 12, 37
35, 12, 38
35, 12, 39
35, 28, 13
35, 28, 14
35, 28, 17
35, 28, 18
35, 28, 24
35, 28, 27
35, 28, 32
35, 28, 35
36, 18, 0
36, 18, 1
36, 18, 2
36, 18, 3
36, 18, 4
36, 18, 6
36, 18, 7
36, 18, 10
36, 18, 11
36, 18, 12
36, 18, 13
36, 18, 15
36, 18, 16
36, 18, 17
36, 18, 19
36, 18, 20
36, 18, 21
36, 18, 22
36, 18, 24
36, 18, 30
36, 18, 32
36, 18, 34
36, 18, 37
36, 5, 25
36, 8, 26
36, 33, 9
36, 33, 28
36, 33, 35
36, 33, 36
36, 14, 31
36, 29, 38
37, 18, 0
37, 18, 1
37, 18, 2
37, 18, 3
37, 18, 4
37, 18, 5
37, 18, 6
37, 18, 7
37, 18, 9
37, 18, 13
37, 18, 14
37, 18, 15
37, 18, 16
37, 18, 17
37, 18, 19
37, 18, 21
37, 18, 22
37, 18, 24
37, 18, 26
37, 18, 27
37, 18, 29
37, 18, 30
37, 18, 32
37, 18, 33
37, 18, 34
37, 18, 35
37, 18, 37
37, 18, 38
37, 12, 8
37, 12, 10
37, 12, 11
37, 12, 20
37, 12, 23
37, 12, 25
37, 12, 28
37, 12, 31
37, 12, 36
37, 12, 39
38, 14, 1
38, 14, 2
38, 14, 3
38, 14, 4
38, 14, 6
38, 14, 7
38, 14, 8
38, 14, 9
38, 14, 10
38, 14, 11
38, 14, 12
38, 14, 15
38, 14, 16
38, 14, 17
38, 14, 18
38, 14, 20
38, 14, 21
38, 14, 22
38, 14, 24
38, 14, 25
38, 14, 26
38, 14, 27
38, 14, 28
38, 14, 29
38, 14, 30
38, 14, 31
38, 14, 33
38, 14, 34
38, 14, 35
38, 14, 36
38, 14, 37
38, 14, 39
38, 13, 5
38, 13, 19
38, 13, 23
38, 13, 32
38, 13, 38
39, 0, 13
39, 26, 1
39, 26, 3
39, 26, 4
39, 26, 6
39, 26, 7
39, 26, 8
39, 26, 9
39, 26, 10
39, 26, 11
39, 26, 12
39, 26, 16
39, 26, 17
39, 26, 20
39, 26, 21
39, 26, 23
39, 26, 24
39, 26, 27
39, 26, 28
39, 26, 31
39, 26, 32
39, 26, 33
39, 26, 34
39, 26, 36
39, 26, 37
39, 26, 38
39, 26, 39
39, 14, 22
39, 18, 19
