"Question: A student notices dogs have more fleas in the summer than in the winter. Based on these observations, which is the most logical question for the student to investigate?
        A. How does wind affect the amount of fleas on dogs?
        B. How does diet affect the amount of fleas on dogs?
        C. How does rain affect the amount of fleas on dogs?
        D. How does temperature affect the amount of fleas on dogs?
        Answer:"	Mercury_7103635
"Question: Sulfur scrubbers are devices installed in coal-fired power plants. Sulfur scrubbers reduce the emission of sulfur dioxide. What environmental problem are sulfur scrubbers most likely trying to address?
        A. ozone
        B. erosion
        C. acid rain
        D. nutrient runoff
        Answer:"	Mercury_7203280
"Question: The sound heard when a piano key is hit is caused by
        A. vibration.
        B. refraction.
        C. momentum.
        D. acceleration.
        Answer:"	Mercury_SC_401235
"Question: Earth's core is primarily composed of which of the following materials?
        A. basalt
        B. iron
        C. magma
        D. quartz
        Answer:"	MCAS_2016_8_13
"Question: A chemist observed bubbling and fizzing after adding an acid solution to a white powdery substance in a beaker. Which of the following can be inferred?
        A. The acid boiled when poured into the beaker.
        B. The acid and powder formed a new product.
        C. A physical reaction produced a gas mixture.
        D. A reaction occurred that produced heat.
        Answer:"	Mercury_7221305
"Question: Which of the following can only be seen with a telescope?
        A. the moon-like phases of Venus
        B. the phases of Earth's moon
        C. a lunar eclipse
        D. a solar eclipse
        Answer:"	Mercury_181195
"Question: When a light bulb is turned on, energy changes from one form to another. Which of the following best describes this change?
        A. sound energy to light energy
        B. nuclear energy to light energy
        C. electrical energy to light energy
        D. magnetic energy to light energy
        Answer:"	MCAS_2005_5_30
"Question: An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first ___.
        A. condense
        B. evaporate
        C. freeze
        D. melt
        Answer:"	MCAS_2013_5_29413
"Question: When light is bounced off a mirror, the light is
        A. reflected.
        B. refracted.
        C. absorbed.
        D. diffracted.
        Answer:"	Mercury_SC_402624
"Question: When a hammer strikes a nail, the nail
        A. exerts balanced forces that helps it from moving.
        B. exerts a force equal to the weight of the hammer.
        C. exerts an unbalanced force that changes its velocity.
        D. exerts an equal and opposite force back on the hammer.
        Answer:"	Mercury_7017203
"Question: Which of the following forms of energy can travel by vibrating particles of air?
        A. electrical
        B. light
        C. magnetic
        D. sound
        Answer:"	MCAS_2007_5_4799
"Question: If the solar system were used as a model of an atom, what would the Sun most likely represent?
        A. an ion
        B. a nucleus
        C. a neutron
        D. an electron
        Answer:"	Mercury_7099680
"Question: In New York State, the longest period of daylight occurs during which month?
        A. June
        B. March
        C. December
        D. September
        Answer:"	NYSEDREGENTS_2004_4_1
"Question: Some butterflies live an average of two weeks. This period of time is called a life
        A. process
        B. span
        C. change
        D. cycle
        Answer:"	NYSEDREGENTS_2009_4_27
"Question: Which invention has technology that helps people keep food fresh for a long period of time?
        A. dishwasher
        B. refrigerator
        C. electric mixer
        D. microwave oven
        Answer:"	AIMS_2008_4_9
"Question: Which behavior can help animals establish a territory?
        A. A caribou herd migrates seasonally.
        B. A scent trail leads ants to a food source.
        C. A wolf pack howls to warn other wolves to stay away.
        D. A honeybee society divides the work between its members.
        Answer:"	AKDE&ED_2012_8_13
"Question: The continuous changes of a seed to an adult plant that produces seeds is known as a
        A. lunar cycle.
        B. weekly cycle.
        C. daily cycle.
        D. life cycle.
        Answer:"	Mercury_SC_401733
"Question: Which pair together could cause a rainbow?
        A. Fog and clouds
        B. Rain and snow
        C. Clouds and ice
        D. Sunshine and rain
        Answer:"	TIMSS_2003_4_pg24
"Question: What type of chemical reaction occurs when the body breaks down fats and sugars that supply it with energy?
        A. endothermic
        B. exothermic
        C. electrical
        D. physical
        Answer:"	Mercury_7043803
"Question: Increased nutrient levels in lakes can cause ecological changes that result in the death of many fish. At what point in the hydrological cycle are most nutrients deposited into lakes?
        A. runoff
        B. evaporation
        C. precipitation
        D. transpiration
        Answer:"	Mercury_7026793
"Question: Which of these resources is renewable?
        A. natural gas
        B. oil
        C. coal
        D. wind
        Answer:"	Mercury_SC_400189
"Question: Vein deposits of gold and silver are often formed in areas that have experienced which geologic process?
        A. igneous intrusion
        B. transport by water
        C. chemical weathering
        D. compaction by pressure
        Answer:"	Mercury_7214200
"Question: The length of daylight changes as the seasons change during the year. What causes these changes in daylight?
        A. Earth's tilt on its axis
        B. the Sun's tilt on its axis
        C. Earth spinning on its axis
        D. the Sun spinning on its axis
        Answer:"	AKDE&ED_2008_4_14
"Question: In a mixture, a magnet is used to separate some particles from sand. The dark particles are most likely made of which element?
        A. sodium
        B. iron
        C. sulfur
        D. copper
        Answer:"	Mercury_SC_402250
"Question: Over geologic time, global mean sea level has varied significantly. Which change is most likely responsible for an increase in global mean sea level?
        A. erosion of sediment from a mountain range
        B. mass extinction of marine organisms
        C. formation of an ocean trench
        D. melting of polar ice caps
        Answer:"	Mercury_7245403
"Question: In which object does chemical energy most likely transform into electrical energy?
        A. a candle
        B. a mirror
        C. a flashlight
        D. a television
        Answer:"	Mercury_7121940
"Question: Sterling silver is a combination of silver and copper. Which of the following is also a combination of two or more metals?
        A. aluminum.
        B. lead.
        C. gold.
        D. brass.
        Answer:"	CSZ_2004_5_CSZ10110
"Question: Which of the following statements best explains how the decomposition of plant and animal matter helps to form rich soils?
        A. Decomposition adds silt to soil.
        B. Decomposition adds water to soil.
        C. Decomposition adds oxygen to soil.
        D. Decomposition adds nutrients to soil.
        Answer:"	MCAS_2015_5_4
"Question: Which two objects produce their own light?
        A. candle and moon
        B. moon and mirror
        C. sun and candle
        D. mirror and sun
        Answer:"	TIMSS_2011_4_pg37
"Question: Which of the following is visible through a reflecting telescope?
        A. planets around other stars
        B. black holes in deep space
        C. moons around Jupiter
        D. surface of Saturn
        Answer:"	Mercury_LBS10185
"Question: Base your answers on the information below. One hot, summer day it rained very heavily. After the rain, a plastic pan on a picnic table had 2 cm of rainwater in it. Four hours later, all the rainwater in the pan was gone. Which process caused the rainwater in the pan to disappear as it sat outside in the hot air?
        A. condensation
        B. evaporation
        C. precipitation
        D. erosion
        Answer:"	NYSEDREGENTS_2004_4_7
"Question: Sound will not travel in a
        A. solid
        B. liquid
        C. gas
        D. vacuum
        Answer:"	NYSEDREGENTS_2011_8_42
"Question: Which of the following is a cause of the ocean levels periodically rising and then falling?
        A. the slight tilt of the Moon
        B. the force of gravity from the Moon
        C. the convection within Earth's mantle
        D. the revolution of Earth around the Sun
        Answer:"	MCAS_2016_8_9
"Question: Which statement best describes the energy transformations that occur when a candle burns?
        A. Heat energy from the wax is converted into chemical and light energy.
        B. Heat energy from the air is converted into mechanical and light energy.
        C. Chemical energy from the wax is converted into light and heat energy.
        D. Chemical energy from the air is converted into mechanical and light energy.
        Answer:"	AKDE&ED_2012_8_34
"Question: In a closed system, what happens to the total energy of the system as energy conversions take place?
        A. It increases.
        B. It decreases.
        C. It remains constant.
        D. It is transferred out of the system.
        Answer:"	Mercury_7135293
"Question: Which sentence describes a characteristic of offspring produced by sexual reproduction?
        A. The offspring have half the amount of genetic material as the parents.
        B. The offspring contain genetic material from both parents.
        C. The female offspring contain only genes from the mother.
        D. The male offspring contain only genes from the father.
        Answer:"	MEA_2013_8_5
"Question: The primary function of insulin in our bodies is to
        A. store fuel for later use.
        B. regulate the amount of glucose in the blood.
        C. increase the efficiency of fuel consumption.
        D. prevent digestive bacteria from consuming glucose.
        Answer:"	Mercury_7001768
"Question: What causes nighttime and daytime on Earth?
        A. the Sun rotating on its axis
        B. Earth rotating on its axis
        C. Earth revolving around the Sun
        D. the Moon revolving around Earth
        Answer:"	Mercury_SC_406744
"Question: Which observation of a plant supports the inference that photosynthesis can take place?
        A. a strong, sweet smell
        B. a dry, rough texture
        C. a green color
        D. a smooth stem
        Answer:"	NYSEDREGENTS_2005_8_43
"Question: Before rock can become soil, it must undergo certain processes. One process in the formation of soil involves plants. How can plants chemically change rocks into soil?
        A. They weather rocks with acid.
        B. They strip the rocks of minerals.
        C. They break rocks into small pieces.
        D. They increase the density of the rocks.
        Answer:"	Mercury_7183278
"Question: Which resource is most likely found in large amounts in forest ecosystems?
        A. iron
        B. wood
        C. plastic
        D. petroleum
        Answer:"	LEAP__7_10347
"Question: Soil erosion can be best prevented by
        A. removing grass from the steepest slope.
        B. building terraces into the sides of a slope.
        C. heavily watering the vegetation on the slope.
        D. increasing the slope of the land by adding more soil.
        Answer:"	Mercury_7017763
"Question: Most sedimentary rock is made from sediments of other rock. Which of these processes would the sediments most likely go through to form sedimentary rock?
        A. compaction and cementation
        B. folding and recrystallization
        C. melting and solidifying
        D. heating and pressure
        Answer:"	Mercury_7171518
"Question: When using more than the recommended amounts of pesticide on farmland, yards, and gardens, what is most likely to occur?
        A. Higher levels of pesticide may be less effective.
        B. The pesticides may break down quickly.
        C. Water supplies can be contaminated by pesticide runoff.
        D. The pesticide will increase the plant production.
        Answer:"	Mercury_7016713
"Question: Which of these will best separate a saltwater solution?
        A. using a paper filtering system
        B. using chromatography
        C. allowing the salt to settle
        D. allowing the water to evaporate
        Answer:"	Mercury_7221270
"Question: Which two body systems work together to transport oxygen to the cells?
        A. skeletal and respiratory
        B. digestive and respiratory
        C. respiratory and circulatory
        D. respiratory and reproductive
        Answer:"	MCAS_2003_8_34
"Question: How do most fish get the oxygen they need to survive?
        A. They take in water and break it down into hydrogen and oxygen.
        B. Using their gills, they take in oxygen that is dissolved in water.
        C. They get their oxygen from the food they eat.
        D. They come to the surface every few minutes to breathe air into their lungs.
        Answer:"	NAEP_2005_4_S14+2
"Question: All matter is made up of particles called
        A. cells
        B. molecules
        C. atoms
        D. compounds
        Answer:"	NYSEDREGENTS_2009_8_6
"Question: Which part of a strawberry plant absorbs most of the water needed by the plant?
        A. flowers
        B. fruits
        C. leaves
        D. roots
        Answer:"	Mercury_SC_408506
"Question: When a volcano erupts, dust and ash are blown into the atmosphere. The eruption directly reduces the transfer of energy from
        A. the ground to bacteria.
        B. the Sun to plants.
        C. plants to animals.
        D. animals to air.
        Answer:"	Mercury_7115378
"Question: An ocean, a forest, and a grassy meadow are each examples of a complete ecosystem. Complete ecosystems contain only
        A. animals.
        B. rocks and water.
        C. living and nonliving things.
        D. populations of plants and animals.
        Answer:"	LEAP_2012_4_10303
"Question: What causes a person to have blue eyes?
        A. eating foods high in protein at a young age
        B. having a brother or sister with blue eyes
        C. being overexposed to the Sun at a young age
        D. receiving a gene for blue eyes from each parent
        Answer:"	MEA_2011_8_2
"Question: The human body gets the energy it needs for growth and repair directly from
        A. soil
        B. food
        C. sunlight
        D. water
        Answer:"	NYSEDREGENTS_2016_4_11
"Question: The average temperature of the surface of Earth has increased approximately 1°C in the past century. Which reason best explains this increase in temperature?
        A. higher levels of oxygen in the atmosphere
        B. lower levels of ozone in the atmosphere
        C. higher levels of carbon dioxide in the atmosphere
        D. lower levels of nitrogen in the atmosphere
        Answer:"	Mercury_7056350
"Question: Alicia has lots of old bicycle parts. She wants to build something new with the parts. What is the first thing Alicia should do?
        A. plan the new item
        B. construct the new item
        C. try out the new item
        D. evaluate the new item
        Answer:"	MCAS_2005_5_9
"Question: Gasoline for cars is produced from fossil fuels. Using gasoline can most likely lead to which environmental problem?
        A. soil erosion
        B. water pollution
        C. wildlife extinction
        D. global warming
        Answer:"	Mercury_7093118
"Question: Which of these will best separate iron filings from sand?
        A. water
        B. a magnifying glass
        C. a magnet
        D. rubbing alcohol
        Answer:"	Mercury_7212380
"Question: Which term describes an organism's ability to maintain a stable internal environment?
        A. reproduction
        B. extinction
        C. locomotion
        D. regulation
        Answer:"	NYSEDREGENTS_2007_8_9
"Question: Which property of proteins best allows them to perform an enormously diverse range of functions?
        A. their large, chemical-energy reserve
        B. their large, stored-electric potential
        C. the complexity of their folded structure
        D. the wide variety of elements they include
        Answer:"	Mercury_7239155
"Question: A research team wanted to produce a smaller variety of German shepherd dogs. They mated the smallest dogs from different litters for several generations. This is an example of which concept?
        A. extinction
        B. mutation
        C. selective breeding
        D. natural selection
        Answer:"	NYSEDREGENTS_2007_8_10
"Question: The primary reason that plants are important for an ecosystem is because they
        A. provide energy for consumers.
        B. depend on other organisms for shelter.
        C. break down dead animal matter.
        D. consume nutrients for energy.
        Answer:"	Mercury_SC_407162
"Question: A car runs out of fuel while traveling on a level road and eventually comes to a stop. Which of the following best explains why the car stops?
        A. Some of the energy of the car was lost to friction.
        B. Some of the energy of the car was destroyed.
        C. The amount of kinetic energy increased.
        D. The amount of useful energy increased.
        Answer:"	Mercury_7143325
"Question: The atmosphere of Mars is almost entirely composed of a greenhouse gas. Compared with Earth, which factor accounts for the low, nighttime surface temperatures on Mars?
        A. Mars is much farther from the Sun than Earth.
        B. The atmosphere on Mars has an extremely low density.
        C. The atmosphere on Mars lacks global circulation.
        D. Mars has more glacial activity than Earth.
        Answer:"	Mercury_7235743
"Question: Oscar and Andre used a microscope to observe a sample of pond water and drew an example of each type of organism they saw. Then they compared their drawings. They discovered that their drawings of a euglena and a paramecium were alike, but their amoeba drawings had very different shapes. What are two things that Oscar's amoeba could have been doing that made his drawing look different from Andre's?
        A. eating and moving
        B. moving and digesting
        C. digesting and excreting
        D. excreting and eating
        Answer:"	Mercury_416463
"Question: During photosynthesis, plants absorb light energy from the Sun and convert it into chemical energy in the form of glucose. Which compounds combine in the presence of sunlight to form glucose?
        A. carbon dioxide (CO2) and hydrogen (H2)
        B. oxygen (O2) and carbon dioxide (CO2)
        C. carbon dioxide (CO2) and water (H2O)
        D. oxygen (O2) and water (H2O)
        Answer:"	Mercury_7189350
"Question: The oceans most influence global climate by
        A. releasing heat to the atmosphere.
        B. cooling bordering land masses.
        C. providing continuous onshore winds.
        D. removing water vapor from the atmosphere.
        Answer:"	Mercury_7213168
"Question: From smallest to largest, the levels of organization in living things are
        A. tissues, cells, organs, organ systems.
        B. tissues, cells, organ systems, organs.
        C. cells, tissues, organs, organ systems.
        D. cells, tissues, organ systems, organs.
        Answer:"	MCAS_2001_8_11
"Question: The water in a pond gets colder one night. Which tool is best to observe its temperature change?
        A. balance
        B. magnifying glass
        C. ruler
        D. thermometer
        Answer:"	Mercury_SC_413301
"Question: What is the composition of the nucleus of an atom?
        A. ions and electrons
        B. electrons and protons
        C. protons and neutrons
        D. neutrons and electrons
        Answer:"	Mercury_7037485
"Question: Several dinosaur bones are discovered buried in volcanic ash. The type of dinosaur can best be identified by
        A. knowing the location where the fossils were found.
        B. establishing an inventory of bones collected.
        C. comparing to characteristics of known dinosaurs.
        D. knowing the absolute age of the fossils.
        Answer:"	Mercury_7057190
"Question: Which tool should be used to compare the growth of an algal colony growing in a petri dish?
        A. a scale
        B. a ruler
        C. a hand lens
        D. a balance scale
        Answer:"	Mercury_7014578
"Question: Estella spilled tomato sauce on her shirt. When she washed her shirt, she noticed that the detergent she used contained enzymes. Enzymes are added to detergents to break down proteins from food and other substances that may stain clothing. Which would most likely inhibit the ability of the enzymes to remove the stain on her shirt?
        A. the amount of dissolved minerals in the water
        B. the type of fibers from which her shirt was made
        C. the temperature of the water
        D. the fragrances in the detergent
        Answer:"	Mercury_7109025
"Question: An important rule for students to know when heating a test tube is to
        A. place a cork in the mouth of the test tube.
        B. point the mouth of the test tube away from others.
        C. hold the test tube loosely with the fingertips.
        D. shake the test tube forcefully to keep contents mixed.
        Answer:"	Mercury_7064715
"Question: The magnitude of the gravitational force between two planets depends on the
        A. speed the planets rotate.
        B. other nearby planets.
        C. volume of the planets.
        D. distance between the planets.
        Answer:"	Mercury_7085960
"Question: Mr. Mendoza's class studied different body systems. What is an important function of the circulatory system?
        A. providing structural support to muscles
        B. carrying oxygen to cells
        C. getting energy from food
        D. sending messages to the brain
        Answer:"	Mercury_7187023
"Question: Which of the following has the greatest effect on the ability of soil to hold water?
        A. the age of the soil particles
        B. the size of the soil particles
        C. the color of the soil particles
        D. the luster of the soil particles
        Answer:"	MCAS_2007_5_4781
"Question: When an atom has a neutral charge, which particles within the atom have equal numbers?
        A. electrons and neutrons
        B. protons and electrons
        C. neutrons and protons
        D. ions and neutrons
        Answer:"	Mercury_7037503
"Question: The chemical formula for water is H_{2}O. What does the formula show about each element in the compound?
        A. the number of valence electrons
        B. the charge of the compound
        C. the mass of protons in each atom
        D. the number of atoms of each element
        Answer:"	Mercury_401993
"Question: What is significant about the discovery of water on Mars?
        A. It proves there is life on Mars.
        B. It provides evidence there may be life on Mars.
        C. It proves there was an advanced civilization on Mars.
        D. It provides evidence of an advanced civilization on Mars.
        Answer:"	Mercury_7267750
"Question: Jonathan places a pot of water on a stove. As the water boils, how does the state of the water change?
        A. from gas to liquid
        B. from liquid to gas
        C. from liquid to solid
        D. from solid to liquid
        Answer:"	Mercury_SC_408323
"Question: Humans cannot survive without clean, fresh water. Reservoirs of liquid water vary, but all water spends time as a gas in the atmosphere. What is the source of most of the water in the atmosphere?
        A. lakes
        B. oceans
        C. rivers
        D. glaciers
        Answer:"	Mercury_7271635
"Question: The Moon is visible to observers on Earth because of
        A. reflected sunlight
        B. absorbed light from Earth's atmosphere
        C. gases in the Moon's interior
        D. volcanic eruptions on the Moon's surface
        Answer:"	NYSEDREGENTS_2007_8_25
"Question: Paula determines a property of a marble using a balance and a graduated cylinder. What property is Paula most likely determining by using both tools?
        A. density
        B. length
        C. mass
        D. volume
        Answer:"	Mercury_SC_409692
"Question: A new mutation that occurs in which type of cell can be passed on to offspring?
        A. blood cell
        B. nerve cell
        C. brain cell
        D. egg cell
        Answer:"	Mercury_7216930
"Question: Hydrogen gas and oxygen gas combine to form water. Which would be a more concise way of expressing what happens in this chemical reaction?
        A. write a chemical formula
        B. write a chemical equation
        C. describe the rearrangement of the atoms
        D. describe the procedure for creating this change
        Answer:"	Mercury_7011078
"Question: All stars start forming in the same manner. Some follow the life cycle of the Sun, while others turn into neutron stars or black holes. Which property determines the fate of a star as it develops?
        A. mass
        B. location
        C. luminosity
        D. temperature
        Answer:"	Mercury_7109550
"Question: Maria collected the gas given off by a glowing piece of charcoal. The gas was then bubbled through a small amount of colorless limewater. Part of Maria's report stated, ""After the gas was put into the jar, the limewater gradually changed to a milky white color."" This statement is
        A. an observation
        B. a conclusion
        C. a generalization
        D. an assumption of the investigation
        Answer:"	TIMSS_1995_8_I15
"Question: Which of these describes a property of all matter?
        A. All matter gives off light.
        B. All matter is attracted by magnets.
        C. All matter is made of atoms.
        D. All matter dissolves in water.
        Answer:"	Mercury_SC_413625
"Question: The temperature in a hot star is high enough to pull electrons away from atoms. What state of matter results from this process?
        A. gas
        B. solid
        C. liquid
        D. plasma
        Answer:"	ACTAAP_2014_5_16
"Question: Which of the following animal features most helps the animal move around in its habitat?
        A. A bird's sharp beak
        B. A cow's tail
        C. A sea turtle's flippers
        D. A black bear's fur
        Answer:"	TAKS_2009_5_33
