0, 17, 34
33, 28, 19
33, 28, 22
33, 28, 24
33, 28, 25
33, 28, 27
33, 28, 32
33, 28, 37
33, 28, 39
34, 0, 18
34, 2, 1
34, 2, 4
34, 2, 6
34, 2, 8
34, 2, 9
34, 2, 10
34, 2, 11
34, 2, 20
34, 2, 27
34, 2, 28
34, 2, 29
34, 2, 30
34, 2, 31
34, 2, 32
34, 2, 34
34, 2, 36
34, 2, 37
34, 2, 38
34, 2, 39
34, 7, 23
34, 15, 35
34, 21, 26
35, 36, 0
35, 36, 6
35, 36, 9
35, 36, 10
35, 36, 12
35, 36, 20
35, 36, 21
35, 36, 22
35, 36, 23
35, 36, 25
35, 36, 26
35, 36, 29
35, 36, 30
35, 36, 37
35, 36, 39
35, 15, 5
35, 15, 31
35, 15, 38
35, 13, 14
35, 24, 28
36, 18, 0
36, 18, 1
36, 18, 2
36, 18, 3
36, 18, 6
36, 18, 7
36, 18, 10
36, 18, 11
36, 18, 13
36, 18, 15
36, 18, 16
36, 18, 17
36, 18, 19
36, 18, 20
36, 18, 21
36, 18, 22
36, 18, 24
36, 18, 30
36, 18, 32
36, 18, 34
36, 18, 37
36, 4, 12
36, 33, 9
36, 33, 35
37, 35, 0
37, 35, 1
37, 35, 2
37, 35, 3
37, 35, 4
37, 35, 5
37, 35, 6
37, 35, 7
37, 35, 9
37, 35, 13
37, 35, 14
37, 35, 16
37, 35, 17
37, 35, 18
37, 35, 19
37, 35, 21
37, 35, 22
37, 35, 24
37, 35, 26
37, 35, 27
37, 35, 29
37, 35, 30
37, 35, 32
37, 35, 34
37, 35, 37
37, 35, 38
37, 12, 8
37, 12, 23
37, 12, 28
37, 12, 39
37, 10, 31
38, 14, 1
38, 14, 2
38, 14, 3
38, 14, 4
38, 14, 6
38, 14, 7
38, 14, 8
38, 14, 9
38, 14, 10
38, 14, 11
38, 14, 12
38, 14, 15
38, 14, 16
38, 14, 17
38, 14, 20
38, 14, 22
38, 14, 24
38, 14, 26
38, 14, 27
38, 14, 28
38, 14, 30
38, 14, 31
38, 14, 33
38, 14, 34
38, 14, 35
38, 14, 36
38, 14, 37
38, 14, 39
38, 32, 5
38, 32, 13
38, 25, 18
38, 25, 21
39, 20, 21
39, 26, 32
39, 27, 39
