0, 17, 34
10, 11, 35
10, 11, 36
10, 11, 37
10, 7, 8
11, 28, 1
11, 28, 2
11, 28, 3
11, 28, 4
11, 28, 7
11, 28, 10
11, 28, 19
11, 28, 20
11, 28, 21
11, 28, 22
11, 28, 23
11, 28, 25
11, 28, 27
11, 28, 37
11, 13, 6
11, 13, 9
11, 13, 11
11, 13, 12
11, 13, 14
11, 13, 17
11, 13, 24
11, 13, 36
11, 13, 39
11, 29, 31
12, 39, 0
12, 39, 1
12, 39, 2
12, 39, 3
12, 39, 4
12, 39, 6
12, 39, 7
12, 39, 8
12, 39, 9
12, 39, 13
12, 39, 14
12, 39, 16
12, 39, 17
12, 39, 18
12, 39, 20
12, 39, 22
12, 39, 24
12, 39, 25
12, 39, 31
12, 39, 36
12, 39, 38
12, 32, 12
12, 32, 23
12, 32, 26
12, 32, 28
12, 34, 33
12, 34, 35
13, 25, 1
13, 25, 3
13, 25, 4
13, 25, 7
13, 25, 8
13, 25, 11
13, 25, 12
13, 25, 13
13, 25, 14
13, 25, 15
13, 25, 18
13, 25, 20
13, 25, 21
13, 25, 23
13, 25, 24
13, 25, 26
13, 25, 28
13, 25, 31
13, 25, 34
13, 25, 36
13, 25, 37
13, 16, 19
14, 30, 0
14, 30, 1
14, 30, 2
14, 30, 3
14, 30, 4
14, 30, 5
14, 30, 6
14, 30, 10
14, 30, 12
14, 30, 14
14, 30, 15
14, 30, 16
14, 30, 18
14, 30, 19
14, 30, 20
14, 30, 21
14, 30, 26
14, 30, 28
14, 30, 29
14, 30, 35
14, 30, 38
14, 30, 39
14, 9, 23
14, 9, 37
15, 7, 1
15, 7, 3
15, 7, 4
15, 7, 5
15, 7, 8
15, 7, 9
15, 7, 11
15, 7, 13
15, 7, 14
15, 7, 19
15, 7, 20
15, 7, 23
15, 7, 25
15, 7, 27
15, 7, 28
15, 7, 29
15, 7, 30
15, 7, 33
15, 7, 34
15, 7, 35
15, 7, 37
15, 7, 38
15, 6, 24
15, 17, 18
16, 17, 2
16, 17, 4
16, 17, 5
16, 17, 7
16, 17, 8
16, 17, 15
16, 17, 16
16, 17, 18
16, 17, 19
16, 17, 22
16, 17, 26
16, 17, 29
16, 17, 30
16, 17, 32
16, 17, 33
16, 17, 34
16, 17, 37
16, 17, 39
16, 21, 9
16, 21, 10
16, 25, 12
16, 25, 28
16, 13, 36
17, 5, 2
17, 5, 13
17, 5, 14
17, 5, 15
17, 5, 16
17, 5, 18
17, 5, 19
17, 5, 20
17, 5, 21
17, 5, 23
17, 5, 25
17, 5, 27
17, 5, 29
17, 5, 30
17, 5, 31
17, 5, 32
17, 5, 36
17, 5, 37
17, 5, 38
17, 28, 35
18, 1, 9
18, 1, 12
18, 1, 15
18, 1, 23
18, 1, 27
18, 10, 4
18, 10, 7
18, 10, 11
18, 10, 26
18, 10, 28
18, 10, 29
18, 10, 30
18, 10, 35
18, 10, 36
18, 10, 38
19, 15, 9
19, 15, 16
19, 15, 17
19, 15, 30
19, 14, 31
19, 26, 37
20, 26, 1
20, 26, 4
20, 26, 9
20, 26, 28
20, 26, 36
20, 26, 37
20, 21, 33
20, 34, 35
21, 23, 0
21, 23, 36
21, 10, 12
22, 26, 5
22, 26, 30
22, 26, 34
22, 16, 19
23, 3, 6
23, 24, 27
24, 21, 16
24, 21, 24
24, 21, 29
24, 21, 32
24, 21, 38
24, 23, 31
25, 7, 2
25, 7, 39
26, 6, 5
26, 6, 9
27, 9, 6
27, 9, 13
27, 9, 14
27, 9, 29
27, 9, 30
27, 9, 38
27, 15, 26
27, 16, 19
27, 24, 34
28, 3, 32
28, 27, 4
28, 27, 17
28, 27, 18
28, 27, 36
28, 10, 12
29, 2, 29
29, 15, 5
29, 15, 20
29, 15, 21
29, 15, 35
29, 15, 36
29, 15, 39
29, 23, 24
30, 31, 3
30, 31, 13
30, 31, 14
30, 31, 16
30, 31, 19
30, 31, 22
30, 31, 24
30, 31, 34
30, 31, 36
30, 7, 20
30, 11, 32
30, 37, 12
30, 37, 33
31, 0, 25
31, 1, 13
31, 6, 2
31, 6, 3
31, 6, 9
31, 6, 10
31, 6, 12
31, 6, 14
31, 6, 15
31, 6, 16
31, 6, 17
31, 6, 18
31, 6, 19
31, 6, 20
31, 6, 21
31, 6, 24
31, 6, 27
31, 6, 28
31, 6, 30
31, 6, 31
31, 6, 36
31, 6, 39
31, 5, 22
32, 2, 1
32, 2, 3
32, 2, 5
32, 2, 11
32, 2, 12
32, 2, 13
32, 2, 15
32, 2, 17
32, 2, 18
32, 2, 19
32, 2, 20
32, 2, 22
32, 2, 24
32, 2, 26
32, 2, 27
32, 2, 30
32, 2, 31
32, 2, 32
32, 2, 33
32, 2, 35
32, 2, 38
32, 2, 39
32, 8, 4
32, 8, 10
32, 8, 14
32, 8, 28
32, 25, 7
32, 25, 34
33, 22, 2
33, 22, 4
33, 22, 6
33, 22, 7
33, 22, 8
33, 22, 10
33, 22, 17
33, 22, 18
33, 22, 19
33, 22, 24
33, 22, 25
33, 22, 28
33, 22, 34
33, 22, 35
33, 22, 36
33, 22, 37
33, 22, 39
33, 3, 20
33, 3, 30
33, 33, 5
33, 33, 14
33, 31, 11
33, 31, 13
33, 31, 15
33, 31, 23
33, 31, 26
33, 31, 29
33, 31, 38
34, 0, 13
34, 0, 35
34, 0, 39
34, 1, 2
34, 1, 3
34, 1, 4
34, 1, 5
34, 1, 7
34, 1, 8
34, 1, 9
34, 1, 10
34, 1, 11
34, 1, 12
34, 1, 14
34, 1, 15
34, 1, 16
34, 1, 17
34, 1, 20
34, 1, 21
34, 1, 23
34, 1, 24
34, 1, 25
34, 1, 26
34, 1, 27
34, 1, 28
34, 1, 29
34, 1, 30
34, 1, 31
34, 1, 32
34, 1, 33
34, 1, 34
34, 1, 36
34, 1, 37
34, 1, 38
35, 20, 0
35, 20, 1
35, 20, 2
35, 20, 4
35, 20, 5
35, 20, 6
35, 20, 9
35, 20, 10
35, 20, 12
35, 20, 17
35, 20, 22
35, 20, 23
35, 20, 25
35, 20, 26
35, 20, 29
35, 20, 30
35, 20, 34
35, 20, 36
35, 20, 37
35, 20, 39
35, 18, 13
35, 18, 14
35, 18, 15
35, 18, 24
35, 18, 27
35, 18, 33
35, 18, 35
35, 18, 38
35, 16, 28
36, 17, 0
36, 17, 1
36, 17, 2
36, 17, 3
36, 17, 4
36, 17, 5
36, 17, 6
36, 17, 7
36, 17, 8
36, 17, 10
36, 17, 11
36, 17, 13
36, 17, 14
36, 17, 16
36, 17, 18
36, 17, 19
36, 17, 20
36, 17, 21
36, 17, 24
36, 17, 25
36, 17, 27
36, 17, 30
36, 17, 31
36, 17, 32
36, 17, 34
36, 17, 37
36, 9, 33
36, 9, 36
36, 9, 39
36, 28, 35
36, 29, 38
37, 29, 0
37, 29, 1
37, 29, 2
37, 29, 3
37, 29, 4
37, 29, 5
37, 29, 6
37, 29, 7
37, 29, 8
37, 29, 9
37, 29, 10
37, 29, 12
37, 29, 13
37, 29, 14
37, 29, 15
37, 29, 16
37, 29, 17
37, 29, 18
37, 29, 19
37, 29, 20
37, 29, 21
37, 29, 22
37, 29, 23
37, 29, 24
37, 29, 26
37, 29, 27
37, 29, 28
37, 29, 30
37, 29, 31
37, 29, 32
37, 29, 33
37, 29, 34
37, 29, 35
37, 29, 37
37, 29, 38
37, 29, 39
37, 25, 11
37, 25, 36
38, 20, 1
38, 20, 2
38, 20, 3
38, 20, 4
38, 20, 6
38, 20, 7
38, 20, 8
38, 20, 9
38, 20, 10
38, 20, 11
38, 20, 12
38, 20, 14
38, 20, 15
38, 20, 16
38, 20, 17
38, 20, 19
38, 20, 22
38, 20, 23
38, 20, 24
38, 20, 26
38, 20, 27
38, 20, 28
38, 20, 29
38, 20, 30
38, 20, 31
38, 20, 32
38, 20, 33
38, 20, 34
38, 20, 35
38, 20, 36
38, 20, 37
38, 20, 39
38, 13, 5
38, 13, 18
38, 13, 21
38, 13, 25
38, 13, 38
39, 7, 0
39, 7, 1
39, 7, 3
39, 7, 5
39, 7, 6
39, 7, 8
39, 7, 9
39, 7, 10
39, 7, 11
39, 7, 12
39, 7, 13
39, 7, 16
39, 7, 17
39, 7, 20
39, 7, 21
39, 7, 22
39, 7, 23
39, 7, 24
39, 7, 27
39, 7, 28
39, 7, 30
39, 7, 34
39, 7, 35
39, 7, 36
39, 7, 37
39, 7, 38
39, 7, 39
39, 14, 19
39, 26, 32
