0, 17, 34
33, 22, 34
33, 22, 36
33, 22, 37
33, 22, 39
33, 11, 13
33, 15, 38
33, 19, 24
33, 23, 31
34, 1, 2
34, 1, 4
34, 1, 5
34, 1, 7
34, 1, 8
34, 1, 9
34, 1, 10
34, 1, 11
34, 1, 20
34, 1, 23
34, 1, 27
34, 1, 28
34, 1, 29
34, 1, 30
34, 1, 31
34, 1, 33
34, 1, 34
34, 1, 36
34, 1, 38
34, 37, 14
34, 37, 25
34, 15, 21
34, 17, 26
35, 9, 0
35, 9, 4
35, 9, 6
35, 9, 12
35, 9, 20
35, 9, 22
35, 9, 23
35, 9, 25
35, 9, 26
35, 9, 29
35, 9, 30
35, 9, 36
35, 9, 37
35, 9, 39
35, 5, 10
35, 15, 13
35, 15, 18
35, 15, 24
35, 27, 33
35, 35, 38
36, 18, 1
36, 18, 2
36, 18, 3
36, 18, 6
36, 18, 7
36, 18, 10
36, 18, 11
36, 18, 13
36, 18, 16
36, 18, 17
36, 18, 19
36, 18, 20
36, 18, 21
36, 18, 24
36, 18, 27
36, 18, 30
36, 18, 31
36, 18, 32
36, 18, 34
36, 18, 37
36, 5, 25
36, 8, 14
36, 9, 36
36, 9, 39
37, 35, 0
37, 35, 1
37, 35, 3
37, 35, 4
37, 35, 6
37, 35, 7
37, 35, 8
37, 35, 9
37, 35, 14
37, 35, 15
37, 35, 17
37, 35, 18
37, 35, 19
37, 35, 20
37, 35, 21
37, 35, 22
37, 35, 26
37, 35, 27
37, 35, 29
37, 35, 31
37, 35, 32
37, 35, 34
37, 35, 37
37, 35, 38
37, 30, 2
37, 30, 13
37, 30, 16
37, 30, 24
37, 28, 10
37, 28, 23
37, 28, 39
38, 14, 1
38, 14, 2
38, 14, 3
38, 14, 4
38, 14, 6
38, 14, 7
38, 14, 8
38, 14, 9
38, 14, 10
38, 14, 11
38, 14, 12
38, 14, 15
38, 14, 16
38, 14, 17
38, 14, 20
38, 14, 22
38, 14, 23
38, 14, 24
38, 14, 26
38, 14, 27
38, 14, 28
38, 14, 30
38, 14, 31
38, 14, 32
38, 14, 33
38, 14, 34
38, 14, 35
38, 14, 36
38, 14, 37
38, 14, 39
38, 13, 5
38, 13, 25
39, 34, 0
39, 34, 9
39, 34, 28
